race,gender,relationship,age,hours-per-week,workclass,occupation,education,native-country,marital-status,Class-label
4,1,0,49,17,2,7,15,38,2,0
1,1,0,54,60,2,3,9,34,2,1
4,1,1,31,40,2,13,6,38,0,0
4,0,1,44,50,2,3,15,38,0,0
4,1,0,27,40,4,11,11,38,2,0
4,1,3,24,40,2,5,11,38,4,0
4,1,0,30,60,2,5,11,38,2,0
4,0,3,27,40,2,3,15,38,0,0
4,1,0,34,20,5,0,9,21,2,0
4,0,5,25,19,5,3,15,38,2,0
4,0,4,39,40,2,3,11,38,0,0
4,1,0,28,40,2,12,15,38,2,1
4,1,0,51,70,4,2,11,38,2,0
1,1,1,33,26,2,11,15,34,4,0
4,0,3,27,38,2,5,8,38,4,0
4,1,1,29,40,2,3,11,38,4,0
4,1,0,33,40,5,5,0,38,2,0
4,1,0,37,50,2,11,11,38,2,1
4,1,3,20,40,2,5,11,38,4,0
4,0,1,24,40,2,3,9,38,4,0
4,0,3,29,35,2,7,11,38,4,0
4,1,0,31,45,2,3,9,38,2,1
4,1,0,41,40,2,2,15,38,2,0
4,1,0,42,40,4,2,15,38,2,0
4,0,1,20,30,2,11,15,38,4,0
4,1,4,54,40,2,2,6,38,5,0
4,0,4,55,55,2,2,9,20,3,0
4,1,0,21,32,2,5,11,38,2,0
4,1,0,52,45,2,3,8,38,2,1
4,1,3,19,40,2,0,11,38,4,0
2,1,0,33,40,2,2,8,38,2,0
2,0,4,22,35,2,7,11,38,5,0
4,0,4,59,38,2,3,11,38,4,0
4,1,3,31,32,2,11,2,38,4,0
4,1,0,74,40,4,11,11,38,2,1
2,0,4,45,40,2,7,0,38,0,0
4,0,1,36,40,2,0,11,38,4,0
4,1,1,35,60,3,3,15,38,0,0
4,1,1,45,40,2,2,15,38,0,0
4,1,3,42,85,4,4,11,38,4,0
4,0,4,50,40,5,9,12,38,0,0
4,0,2,39,40,2,3,11,38,0,0
4,1,1,44,45,2,3,15,8,5,0
4,1,0,52,56,2,4,3,25,2,1
4,1,1,24,43,2,9,9,38,4,0
4,1,0,56,99,3,13,6,38,2,0
4,1,0,27,50,2,6,11,38,2,1
4,1,0,47,45,3,3,9,38,2,1
0,1,0,40,60,4,9,14,38,2,1
4,1,1,38,40,2,9,11,38,4,0
4,0,1,27,40,2,11,8,38,0,0
4,0,4,52,38,2,0,11,38,0,0
4,1,3,22,40,2,11,11,38,0,0
4,1,0,41,40,2,2,15,21,2,0
4,0,4,30,20,2,0,11,38,0,0
1,1,2,55,35,2,7,9,29,2,0
4,1,3,25,40,2,0,15,38,4,0
4,1,2,32,40,2,9,9,38,2,0
4,0,1,28,60,2,7,15,38,5,0
4,1,0,33,50,3,3,11,38,2,0
2,1,3,17,40,2,4,11,38,4,0
4,1,0,27,40,2,13,11,38,2,0
4,1,0,55,20,2,6,8,38,2,0
4,1,0,63,18,0,12,15,38,2,1
4,0,5,39,40,2,7,11,38,2,0
4,1,0,51,52,0,9,10,38,2,1
4,1,0,67,40,4,2,5,38,2,0
4,0,4,27,26,2,2,11,38,6,0
4,1,0,54,45,2,3,12,38,2,1
2,1,0,59,40,2,13,0,38,2,1
4,0,1,18,25,2,0,11,38,4,0
4,1,3,19,20,2,2,11,38,4,0
4,1,0,31,50,2,6,11,38,2,0
4,0,3,17,7,2,7,1,38,4,0
1,1,0,42,40,2,12,11,38,2,1
4,0,1,37,30,2,9,15,38,3,0
4,1,0,51,40,1,2,11,38,2,0
4,0,1,48,40,2,0,11,38,4,0
4,1,3,23,40,2,13,11,38,4,0
4,1,0,27,45,2,11,8,38,2,0
4,1,3,25,40,2,5,11,38,4,0
4,0,1,69,6,2,0,7,10,0,0
4,1,1,30,44,2,3,9,38,4,0
4,1,0,33,35,2,5,11,18,2,0
4,1,3,28,48,2,5,11,38,4,0
4,1,0,45,40,2,6,4,25,2,0
4,1,3,25,15,2,0,15,38,4,0
4,1,0,37,45,2,2,8,38,2,1
4,1,1,59,40,2,6,13,5,4,0
4,0,3,26,30,2,7,11,38,4,0
4,0,1,48,25,2,7,15,28,5,0
4,1,0,64,40,0,0,11,38,2,0
4,1,0,39,50,2,12,9,38,2,0
4,1,1,24,40,2,0,9,38,4,0
4,0,1,40,35,5,3,12,38,4,0
4,1,1,46,70,2,3,12,38,3,1
2,1,0,35,40,0,10,15,38,2,1
4,0,5,43,40,2,0,11,38,2,1
4,1,1,31,40,2,13,11,38,5,0
4,0,1,22,25,2,0,15,38,4,0
4,1,1,35,30,2,7,15,38,4,0
4,1,1,35,50,2,13,11,38,5,0
4,0,4,35,40,5,12,15,38,0,0
4,1,0,40,40,2,9,14,38,2,1
4,0,4,50,40,2,9,12,38,4,0
4,1,4,48,63,4,9,14,38,0,1
4,0,1,46,40,2,0,11,38,0,0
4,0,4,36,38,2,6,11,38,0,0
4,1,0,37,36,5,9,9,38,2,1
4,1,0,24,45,2,11,6,25,2,0
4,0,1,47,70,1,9,9,38,5,0
4,1,1,35,50,4,2,11,38,0,0
1,1,0,43,40,2,0,9,39,2,0
4,1,3,18,20,5,7,1,38,4,0
4,1,0,54,50,2,7,11,38,2,0
2,0,2,62,38,2,7,11,38,4,0
4,1,0,36,48,2,2,9,38,2,1
0,1,0,27,40,2,4,6,38,2,0
1,1,2,23,14,2,0,15,32,4,0
4,1,0,33,50,4,2,4,38,2,1
4,0,1,28,40,2,6,3,25,4,0
4,1,3,22,20,2,0,11,38,4,0
4,1,0,31,60,4,4,8,38,2,1
4,1,1,26,30,2,7,9,38,4,0
4,1,1,44,50,2,3,9,38,0,1
4,1,0,73,30,2,9,9,38,2,0
4,0,4,44,35,2,11,9,38,0,0
4,1,1,35,45,2,3,8,38,0,0
4,0,1,27,40,2,0,9,38,4,0
2,1,0,47,50,0,10,9,38,2,1
4,1,0,29,45,2,2,11,38,2,1
4,0,5,33,26,2,7,15,38,2,0
4,0,1,50,15,2,7,15,38,0,0
4,1,0,32,40,2,5,11,38,2,0
4,1,4,41,40,4,5,12,28,0,0
4,1,0,45,60,2,11,11,38,2,1
4,0,1,65,36,2,0,11,38,6,0
4,0,4,42,40,5,12,15,38,5,0
2,1,0,33,25,4,9,9,38,2,1
4,1,0,32,60,2,11,9,38,2,1
4,1,0,42,40,2,9,15,38,2,1
4,0,1,49,45,2,3,15,38,5,1
4,1,3,38,45,2,10,11,38,2,0
4,1,0,38,50,2,3,15,38,2,0
4,1,0,37,52,2,2,15,38,2,0
4,1,1,24,30,2,6,15,38,4,0
4,1,1,27,50,4,11,15,38,4,0
1,0,4,25,40,2,0,6,39,3,0
4,1,0,29,50,2,11,11,38,2,0
4,1,0,46,70,2,13,11,38,2,0
4,1,0,44,96,3,13,11,38,2,0
1,0,1,26,40,2,11,9,34,4,0
4,1,0,46,49,1,10,7,38,2,1
4,1,4,38,40,2,3,15,38,5,0
4,1,0,38,40,2,2,15,38,2,0
4,1,0,22,20,5,3,9,38,2,0
4,1,1,33,40,2,11,15,38,0,0
1,1,1,50,40,2,0,7,38,0,0
4,1,0,31,41,1,10,11,38,2,1
4,0,1,26,4,4,9,15,25,4,0
4,1,0,42,38,2,5,15,38,2,0
4,1,0,27,40,2,2,11,38,2,0
4,1,0,34,45,2,9,12,38,2,1
4,1,0,64,40,2,10,11,38,2,0
4,1,0,43,40,2,2,15,38,2,0
4,1,0,39,40,2,2,11,38,2,0
4,1,1,47,40,4,9,14,38,4,1
4,1,1,56,66,2,9,12,38,4,0
4,1,3,25,20,1,9,12,38,4,0
4,0,1,60,35,5,3,9,38,0,0
4,1,0,52,44,2,11,11,38,2,0
4,1,1,43,16,2,5,11,38,0,0
1,0,4,46,40,2,0,9,29,4,0
4,0,3,19,30,2,0,15,38,4,0
2,0,4,56,20,2,4,5,38,4,0
4,1,1,22,40,2,9,9,38,4,0
2,0,4,39,30,2,11,4,32,5,0
4,1,1,28,40,2,9,15,38,0,0
4,1,0,31,50,2,11,9,38,2,1
4,0,3,22,35,2,7,11,38,4,0
4,1,0,39,40,2,3,9,38,2,1
4,1,1,28,40,4,2,1,25,4,0
4,0,4,31,35,2,0,11,32,4,0
4,1,0,50,40,2,11,9,38,2,0
4,1,0,34,46,2,2,11,38,2,0
4,0,5,48,40,2,0,11,10,2,1
4,0,1,51,40,2,0,9,38,0,0
4,1,0,54,40,2,11,11,38,2,0
4,1,1,44,40,2,13,8,38,0,0
2,0,3,20,20,2,11,15,38,4,0
2,1,0,37,40,2,7,11,38,2,0
4,1,0,38,40,2,9,15,38,2,0
2,1,0,59,40,0,4,7,38,2,0
4,1,0,59,50,4,9,9,38,2,0
4,1,1,51,48,2,2,15,38,0,1
4,1,0,29,40,2,9,15,38,2,0
4,0,1,37,40,2,6,15,38,4,0
4,1,0,42,35,2,2,0,38,2,0
4,1,0,28,50,3,9,9,38,2,1
4,0,3,34,40,2,11,11,38,4,0
4,1,0,50,40,4,3,9,21,2,1
4,1,3,22,24,3,6,11,38,4,0
4,0,1,27,52,2,7,11,38,4,0
4,0,4,45,43,5,9,14,38,0,0
2,0,4,39,38,2,0,11,38,0,0
4,0,1,25,35,1,9,9,38,4,0
4,1,0,24,40,3,3,9,38,2,1
4,0,1,18,30,2,6,11,38,4,0
2,1,4,23,38,2,7,2,38,4,0
4,1,2,20,40,2,7,4,25,4,0
4,0,3,17,24,4,7,0,38,4,0
4,1,0,63,40,3,4,9,38,2,1
4,1,0,28,65,1,5,9,38,2,1
4,1,0,51,50,0,9,9,38,2,1
4,0,1,29,45,2,11,9,38,4,0
4,0,4,64,12,2,0,15,38,6,0
4,1,3,17,25,2,7,0,38,4,0
2,0,4,45,35,1,0,15,38,0,0
2,1,3,18,20,2,7,2,38,4,0
4,0,3,31,40,1,0,11,38,4,0
4,1,3,48,50,4,11,9,38,3,1
4,0,1,41,45,2,9,15,38,4,0
4,1,0,65,60,2,9,14,38,2,1
4,1,1,27,40,2,6,8,38,0,0
4,1,0,39,40,2,3,8,38,2,0
4,1,1,51,8,4,2,15,32,0,1
4,1,0,49,45,2,3,12,38,2,1
4,1,0,36,45,2,11,9,38,2,1
2,0,1,25,40,2,6,11,38,4,0
2,0,4,41,37,2,0,15,38,0,0
4,0,1,31,40,2,0,6,38,0,0
4,1,0,63,37,2,10,1,38,2,1
4,0,1,50,40,5,3,9,38,0,0
4,1,1,63,40,2,7,15,38,0,0
4,1,3,44,99,4,4,12,38,4,0
4,1,1,48,65,2,13,11,38,0,0
4,1,0,51,50,4,11,15,38,2,0
4,0,3,18,15,2,0,11,38,4,0
4,1,3,23,25,2,7,15,38,4,0
4,1,0,31,40,2,6,11,38,2,0
4,1,0,38,40,2,2,11,38,2,0
4,1,0,56,60,2,4,15,38,2,1
4,1,4,31,20,2,13,5,38,0,0
4,1,0,46,40,2,0,15,38,2,0
4,1,0,39,50,2,3,12,38,2,1
1,1,0,56,40,1,7,11,2,2,0
4,0,4,31,40,2,3,11,38,4,0
4,1,0,42,40,3,9,9,38,2,1
4,1,0,53,35,2,3,11,38,2,1
4,0,3,18,15,2,7,1,38,4,0
4,1,0,27,45,2,9,11,38,2,1
4,1,1,31,40,2,4,9,38,4,0
4,1,0,52,40,0,3,12,38,2,0
4,1,0,46,40,2,7,11,38,2,0
4,1,1,30,24,2,7,15,38,4,0
4,0,1,26,40,2,7,9,38,4,0
4,1,0,48,50,1,9,12,38,2,1
4,1,0,37,40,2,2,15,38,2,1
4,1,0,29,40,2,2,6,38,2,0
4,1,0,49,55,2,3,11,38,2,1
4,1,1,24,40,2,6,11,38,0,0
4,1,0,74,20,4,11,11,38,2,0
4,1,0,56,67,4,3,4,38,2,1
4,1,1,39,40,0,0,9,38,4,0
4,1,3,21,40,2,13,11,38,4,0
4,0,1,29,45,2,3,9,38,4,1
4,1,4,43,45,4,7,11,38,0,0
4,0,1,23,40,2,10,9,38,4,0
4,0,1,26,50,2,3,11,38,4,0
4,1,0,47,60,2,13,11,38,2,0
4,1,0,27,55,2,6,11,38,2,0
4,1,0,45,45,2,6,11,38,2,1
4,1,3,30,70,2,10,11,38,4,0
4,0,5,35,20,2,0,15,38,2,1
4,1,0,33,40,2,2,11,38,2,0
4,1,0,37,40,2,2,11,38,2,1
4,1,3,21,20,2,4,11,38,4,0
4,1,0,42,40,2,11,11,38,2,0
4,1,0,48,36,0,0,11,38,2,0
4,0,1,46,48,2,2,11,38,4,0
4,0,1,36,40,2,6,4,38,5,0
4,1,1,54,40,2,9,11,38,4,0
4,0,5,25,40,2,0,11,38,2,0
4,0,4,26,25,1,0,11,38,0,0
4,1,0,36,57,3,13,11,38,2,0
4,1,1,56,20,4,9,9,38,4,0
4,1,0,37,40,2,2,11,38,2,0
4,0,1,26,40,2,9,9,38,4,1
4,0,3,23,25,2,7,9,38,4,0
4,0,1,23,40,5,9,9,38,4,0
4,1,1,41,40,5,0,9,38,4,0
4,1,0,55,50,2,3,9,38,2,1
4,1,0,39,40,2,3,9,38,2,1
4,1,0,67,35,1,3,7,38,2,0
4,0,1,60,50,2,11,11,38,6,0
4,0,4,54,40,2,11,11,38,6,0
4,1,0,38,40,2,9,12,8,2,1
1,1,0,47,40,2,6,15,29,2,1
4,1,0,49,42,5,9,9,38,2,1
4,0,3,19,24,2,11,11,38,4,0
4,1,4,20,40,2,2,15,38,4,0
4,0,2,66,35,2,11,11,38,6,0
4,1,0,51,42,4,3,12,38,2,1
4,1,1,19,40,2,3,15,38,4,0
4,0,4,36,40,2,0,15,38,0,0
4,1,0,33,60,2,13,11,38,2,1
4,1,1,41,56,2,11,9,38,0,0
4,1,0,90,50,2,2,11,6,2,1
4,0,1,36,40,2,3,11,38,0,0
4,1,3,30,55,2,11,14,38,0,0
4,1,1,35,40,2,3,15,25,0,0
4,1,0,46,45,2,3,12,38,2,1
4,1,2,38,40,2,6,11,38,4,0
4,1,0,24,40,2,9,9,38,2,0
4,0,5,40,40,2,7,9,32,2,0
4,1,0,49,40,2,6,5,38,2,0
2,1,3,19,30,2,7,11,38,4,0
4,0,1,77,20,2,8,15,38,6,0
4,1,0,46,56,2,5,11,38,2,1
2,1,1,41,40,2,2,15,38,5,0
4,1,4,28,77,2,4,3,25,4,0
4,1,0,21,40,2,2,11,38,2,0
2,1,3,24,40,2,4,2,38,4,0
2,1,0,36,45,2,13,11,38,2,0
4,1,3,23,25,5,0,15,38,4,0
4,1,0,38,40,0,13,11,38,2,0
4,1,0,29,40,4,2,11,38,2,0
4,1,2,38,50,2,3,15,38,2,1
2,1,4,47,40,0,0,9,38,4,1
4,0,1,39,40,1,9,12,38,0,0
4,1,0,40,48,1,9,9,38,2,0
1,0,3,32,40,2,0,11,38,0,0
4,1,3,23,40,2,3,11,38,4,0
4,1,0,44,40,5,10,11,38,2,0
4,0,4,70,20,2,9,9,32,6,0
4,1,0,51,40,2,10,12,38,2,1
2,0,1,66,30,2,7,6,38,5,0
4,1,0,57,40,3,3,15,38,2,0
4,1,0,36,40,2,6,15,38,2,1
4,1,1,48,60,3,11,9,38,0,1
4,0,5,51,40,2,9,12,38,2,1
4,1,0,43,50,2,3,9,38,2,1
4,1,0,27,60,2,2,11,38,2,0
4,0,3,32,40,2,0,9,38,4,0
4,0,3,20,35,2,0,15,38,4,0
4,0,1,33,40,2,0,15,38,0,0
4,1,1,19,40,2,0,15,38,4,0
4,1,0,32,60,1,2,15,38,2,1
1,1,1,35,40,2,9,14,18,4,1
4,1,0,26,60,2,2,11,38,2,0
4,0,4,39,60,2,11,11,38,4,0
2,0,3,24,75,2,7,9,38,4,0
4,1,0,45,40,2,3,15,38,2,1
4,1,3,20,40,2,0,15,38,4,0
4,0,2,49,45,5,9,9,38,2,0
4,0,1,35,40,5,9,12,38,4,0
4,0,1,30,40,2,0,11,38,4,0
4,0,3,23,25,2,0,15,38,4,0
4,1,0,33,45,2,3,9,38,2,0
4,1,0,35,50,2,13,11,38,2,0
4,1,0,31,50,2,9,12,38,2,0
2,1,1,20,25,2,2,1,38,4,0
4,1,0,44,40,2,2,11,38,2,0
2,1,0,33,40,4,7,11,38,2,0
4,1,0,50,40,2,6,15,38,2,0
4,0,4,25,40,2,0,11,25,4,0
4,1,0,28,40,5,10,11,38,2,0
2,1,0,60,40,0,0,9,38,2,1
4,1,0,38,40,0,2,8,38,2,0
2,1,0,38,40,2,2,15,38,2,0
4,1,1,57,40,0,0,9,38,4,0
4,1,0,50,40,2,2,11,38,2,1
4,0,4,39,40,1,0,1,38,0,0
4,1,0,69,6,1,2,11,38,2,0
4,1,1,51,39,5,12,8,38,0,1
2,1,0,42,40,2,5,11,38,2,0
4,1,0,53,50,2,3,9,38,2,1
4,1,0,37,40,2,5,9,38,2,0
4,1,0,37,40,2,2,0,38,2,0
4,1,0,38,50,2,2,11,38,2,1
4,0,3,20,24,2,7,15,38,4,0
2,0,4,38,38,5,0,15,38,5,0
4,1,0,52,48,2,2,8,30,2,1
4,1,0,48,50,3,3,8,38,2,1
4,1,0,30,40,2,6,8,38,2,1
4,1,0,37,65,4,3,11,38,2,1
4,1,0,47,45,2,11,11,38,2,0
4,0,4,33,60,1,10,9,10,0,0
1,0,1,33,35,2,7,11,36,3,0
4,1,3,20,15,2,7,15,38,4,0
4,1,1,41,40,5,3,9,38,0,0
4,1,0,32,45,2,13,15,38,2,1
4,0,5,36,40,0,3,9,38,2,0
4,0,1,46,40,2,9,9,38,4,0
4,1,0,45,40,2,3,9,38,2,1
4,0,3,18,16,2,7,15,38,4,0
4,1,0,62,60,2,13,15,38,2,0
4,1,0,33,40,2,6,11,38,2,0
4,1,4,42,40,2,2,11,38,0,0
4,0,3,18,40,2,9,15,38,4,0
4,0,4,32,40,2,0,8,38,0,0
2,1,0,43,40,2,13,5,38,2,0
2,0,4,20,25,2,7,11,38,4,0
4,1,1,50,45,2,11,9,38,0,0
4,1,0,36,40,2,2,11,38,2,0
4,1,3,22,40,2,2,11,38,4,0
2,1,0,30,40,2,2,11,38,2,0
4,1,1,33,40,4,2,11,38,4,0
4,1,0,43,43,1,12,7,38,2,0
4,1,0,38,40,2,6,15,38,2,0
4,1,1,34,14,1,7,9,38,4,0
4,0,4,40,45,2,0,15,38,5,0
4,1,0,40,40,2,6,11,38,2,0
4,1,0,41,50,1,9,14,38,2,1
4,1,0,57,50,2,11,15,38,2,1
4,1,0,65,4,1,9,12,11,2,0
4,1,0,52,50,0,7,15,38,2,0
1,1,0,59,40,2,9,14,18,2,1
4,1,3,18,25,2,5,11,38,4,0
4,1,0,48,45,2,9,7,38,2,0
4,1,4,45,40,2,13,4,38,0,0
4,1,0,24,40,2,10,11,38,2,0
4,1,1,27,40,5,10,7,38,4,0
4,1,0,40,50,2,3,12,38,2,1
4,1,0,44,40,5,0,9,38,2,0
2,1,3,24,50,2,4,11,38,4,0
4,1,0,71,16,2,9,14,38,2,0
4,1,3,17,40,2,11,2,38,4,0
4,1,0,57,40,4,2,15,38,2,0
4,1,0,33,40,2,5,11,38,2,0
4,1,0,41,40,2,7,11,38,2,0
4,0,3,25,40,2,0,9,38,4,0
4,1,0,42,15,4,4,11,38,2,0
4,1,1,34,40,2,5,11,38,4,0
4,0,1,27,45,1,9,9,38,4,0
4,1,3,24,20,2,9,9,38,4,0
4,1,3,23,30,2,5,9,38,4,0
4,1,0,33,40,2,9,15,38,2,0
4,1,1,58,56,3,11,8,38,0,0
4,1,0,25,40,2,5,6,38,2,0
4,0,1,44,55,2,9,12,38,4,0
4,1,0,53,40,0,9,11,38,2,1
4,0,5,38,35,1,0,11,38,2,1
4,0,1,36,45,2,9,9,38,4,1
4,1,1,25,40,5,3,11,38,4,0
4,0,4,54,40,0,3,9,38,0,0
2,1,4,31,40,2,13,2,38,5,0
4,1,3,18,40,5,0,11,38,4,0
2,1,1,40,40,2,7,11,38,0,0
2,0,5,26,40,2,11,15,38,2,0
4,1,1,33,50,2,9,9,38,4,0
4,1,1,22,55,2,3,7,38,4,0
4,1,0,50,40,5,2,15,38,2,0
4,0,1,44,40,2,0,11,38,0,0
2,1,4,37,40,2,7,11,38,4,0
4,1,0,34,40,4,2,9,38,2,0
4,0,1,45,45,0,12,15,38,6,1
4,0,3,25,35,2,7,0,38,2,0
2,0,4,20,40,2,11,15,38,5,0
0,1,1,46,40,0,0,11,38,4,0
4,1,3,26,40,2,12,7,38,4,0
4,0,5,45,25,2,7,3,7,2,0
4,1,0,57,40,2,13,11,38,2,1
4,1,1,28,40,2,11,8,38,4,0
4,1,0,36,45,2,11,15,38,2,1
4,0,1,32,40,2,5,11,38,4,0
4,1,1,29,50,2,11,9,38,4,1
4,1,4,36,45,2,9,9,38,0,0
4,1,3,19,30,2,5,11,38,4,0
1,0,4,27,20,2,12,9,29,4,0
4,1,0,48,55,2,13,12,38,2,1
4,1,0,49,50,4,2,9,38,2,0
4,1,0,55,20,2,12,12,38,2,1
4,0,1,61,82,2,4,11,38,0,0
4,1,0,42,40,1,3,15,38,2,1
4,0,1,42,40,0,0,7,38,0,0
4,1,0,30,40,1,10,8,38,2,0
4,1,0,32,40,4,6,11,38,2,0
4,1,0,37,40,2,13,15,38,2,1
4,1,0,35,45,2,2,15,38,2,0
4,0,1,30,40,2,0,8,38,3,0
1,1,0,30,20,2,9,14,18,2,1
4,1,0,55,70,2,3,15,38,2,1
4,1,0,36,40,2,13,15,38,2,0
4,1,3,33,48,2,7,11,38,4,0
4,1,0,56,40,1,9,9,38,2,1
4,1,0,26,40,2,2,8,38,2,0
4,1,0,37,40,2,6,11,38,2,0
4,1,3,28,60,2,11,11,38,4,0
4,1,0,38,50,2,13,11,38,2,0
4,0,4,48,43,2,0,15,38,6,0
4,1,0,35,40,2,2,7,38,2,0
4,1,0,39,40,1,2,9,38,2,0
4,1,0,64,40,2,7,11,38,2,0
2,0,4,22,40,2,0,11,38,4,0
4,1,0,45,40,1,11,9,38,2,1
4,1,0,27,40,2,13,4,25,2,0
4,0,4,43,50,5,0,11,38,0,1
4,0,3,23,37,2,7,15,38,4,0
2,1,3,25,40,2,5,0,38,4,0
4,1,0,39,50,2,9,12,38,2,1
4,0,5,63,35,2,11,11,38,2,0
4,1,0,37,40,2,9,14,38,2,1
3,1,0,26,40,0,0,11,38,2,0
4,1,1,33,40,2,9,9,1,4,0
4,0,1,28,40,2,0,15,38,4,0
4,0,3,20,20,2,7,15,38,4,0
4,0,5,34,20,2,0,11,38,2,0
4,1,0,34,40,2,13,15,38,2,0
4,1,0,41,40,2,3,11,38,2,1
4,1,0,38,50,2,11,15,38,2,1
4,1,0,36,40,2,3,9,38,2,1
1,1,0,38,40,2,7,15,29,2,0
4,1,0,46,72,3,11,9,38,2,1
1,0,5,43,60,4,11,9,34,2,0
4,0,4,49,30,2,11,15,38,6,0
4,0,3,26,35,1,9,9,38,4,0
4,0,1,28,35,2,0,11,38,0,0
4,1,0,54,40,3,2,11,38,2,1
4,1,3,24,50,2,5,15,38,4,0
4,1,3,23,30,2,3,15,38,4,0
4,0,1,55,40,1,0,11,38,0,0
4,1,1,58,40,4,2,6,38,5,0
2,0,2,19,20,2,7,0,38,4,0
4,1,1,45,52,2,11,15,38,4,0
4,1,0,30,45,2,2,15,38,2,1
4,0,4,76,33,2,7,11,38,6,0
4,0,4,47,40,2,0,11,38,5,0
4,1,1,34,40,2,13,15,38,0,0
4,0,5,40,35,2,0,15,38,2,1
4,0,4,24,25,2,7,11,38,5,0
4,0,5,30,50,2,9,9,38,2,1
4,1,0,67,10,2,13,15,38,2,1
4,0,5,24,40,2,6,11,38,2,0
4,0,4,43,40,1,0,15,38,0,0
4,1,4,29,40,2,2,2,38,4,0
4,1,0,40,40,2,6,11,38,2,0
4,1,0,61,40,0,9,15,38,2,0
4,1,0,45,45,1,3,10,38,2,1
4,0,1,21,50,5,12,15,38,4,0
4,1,0,58,40,2,3,11,38,2,1
4,1,0,52,40,2,12,15,38,2,0
4,1,3,34,40,2,0,11,38,4,0
2,0,2,20,20,2,9,15,38,4,0
4,1,0,46,40,2,6,11,38,2,0
4,0,1,54,40,2,3,15,38,0,0
4,1,0,43,40,5,9,12,38,2,1
4,1,0,25,40,2,6,6,25,2,0
4,0,1,21,25,2,0,7,38,4,0
4,1,1,65,50,2,9,15,38,0,1
4,1,1,37,40,2,7,11,38,0,0
4,1,1,29,40,2,7,11,38,0,1
4,1,0,44,40,2,3,9,38,2,1
4,1,0,37,40,0,0,15,38,2,1
2,0,5,38,40,2,7,15,38,2,0
4,1,0,35,70,2,11,15,38,2,0
4,1,0,32,40,2,0,11,38,2,0
4,1,4,44,60,4,11,15,38,5,0
4,0,2,23,25,2,7,15,38,4,0
4,1,1,25,45,3,11,9,38,4,1
4,0,3,23,28,2,11,15,38,4,0
4,1,0,47,40,2,2,15,38,2,0
4,0,1,47,45,2,2,1,38,0,0
4,1,1,25,40,2,5,11,38,4,0
4,1,0,35,45,2,2,15,38,2,0
4,1,0,50,40,2,12,8,38,2,1
4,0,4,47,40,2,6,11,38,0,0
4,1,0,35,45,2,3,10,38,2,1
4,1,1,24,40,2,0,11,38,4,0
4,1,3,21,40,2,6,11,38,4,0
4,0,1,35,40,2,9,9,38,0,1
1,0,5,30,40,2,7,9,29,2,0
2,1,3,17,20,2,7,1,38,4,0
4,1,1,27,60,2,7,4,7,4,0
2,0,3,22,15,2,11,11,38,4,0
4,0,3,22,40,5,0,15,38,4,0
4,1,0,50,2,2,2,11,38,2,0
4,1,0,51,38,4,12,8,38,2,1
4,1,0,27,30,2,12,9,38,2,0
4,0,1,27,20,2,9,9,38,4,0
4,0,1,20,40,5,7,11,38,4,0
4,1,0,42,48,2,3,11,38,2,0
4,1,0,32,40,2,2,11,38,2,1
4,1,0,45,38,2,3,9,38,2,1
4,0,4,35,80,2,7,5,38,6,0
4,1,3,22,40,2,2,11,38,2,0
4,0,4,34,38,2,0,15,38,4,0
4,0,1,28,40,2,0,9,38,4,0
4,0,4,38,24,2,8,9,38,0,0
4,1,0,48,42,1,10,15,38,2,1
4,1,0,34,40,2,2,12,25,2,0
4,0,5,25,50,2,0,11,38,2,1
4,0,1,23,40,1,9,11,38,4,0
4,1,0,38,60,2,11,15,38,2,1
2,0,4,43,40,2,7,11,38,4,0
2,1,0,49,40,1,6,11,38,2,1
4,1,1,23,40,2,0,15,38,0,0
4,0,1,57,40,2,0,11,38,0,0
4,1,3,24,40,2,12,9,38,4,0
4,1,0,44,58,3,2,15,38,2,1
4,1,1,34,50,2,2,7,38,0,0
4,1,0,29,40,1,9,15,38,2,0
2,0,4,29,40,2,7,1,38,4,0
4,1,0,35,50,2,13,11,38,2,1
4,1,0,48,40,2,2,11,38,2,0
4,1,1,38,36,2,2,11,38,4,0
4,0,4,42,50,1,10,11,38,0,0
4,0,4,53,40,2,3,15,38,6,0
4,0,1,29,55,2,9,14,38,4,0
4,1,0,59,72,2,11,9,38,2,0
4,1,4,31,40,2,2,11,38,4,0
4,1,0,34,40,2,2,11,38,2,0
4,1,1,51,50,2,3,9,38,0,1
4,1,3,25,40,2,6,11,38,4,0
4,1,0,30,40,2,2,11,38,2,1
4,0,1,46,48,2,5,11,38,0,0
2,0,4,45,40,2,7,11,38,4,0
2,0,2,23,40,2,3,15,38,4,0
4,0,1,33,42,2,6,7,38,0,0
4,0,5,44,20,2,12,9,38,2,1
4,1,3,25,40,2,7,11,7,4,0
4,1,3,48,40,5,7,15,38,0,0
4,0,1,23,40,2,11,11,38,4,0
4,0,5,33,50,4,9,8,38,2,1
4,0,2,20,30,2,11,15,38,2,0
4,0,1,23,40,2,9,9,38,4,0
4,0,1,71,40,2,0,11,38,6,0
4,0,1,22,40,5,9,9,38,4,0
4,1,0,36,50,2,9,9,38,2,1
4,1,2,27,60,2,2,1,38,4,0
4,0,1,40,35,2,7,11,38,4,0
4,1,4,30,50,2,6,15,38,0,0
4,1,0,30,40,5,10,8,38,2,0
4,1,0,30,40,2,6,15,38,2,0
