CREDITRATING,BalanceCheque,Loan_NurnMonth,CreditHistory,CreditAmt,SavingsBalance,Mths_employ,PersonStatusSex,PresentResidence,Property,AgeInYears,OtherInstPlans,NumCreditsThisBank,NumPplLiablMaint,Telephone,ForeignWorker,Purpose_CarNew,Purpose_CarOld,otherdebtor_noneVsGuar,otherdebt_coapplVsGuar,house_rentVsFree,house_ownsVsFree,job_unemployedVsMgt,jobs_unskilledVsMgt,job_skilledVsMgt
0,3,18,1,27,4,4,2,3,1,32,2,1,1,0,1,1,0,1,0,0,1,0,0,1
0,3,12,4,14,2,4,1,4,2,37,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,1,48,0,122,4,1,2,4,3,36,2,1,1,1,0,1,0,0,1,0,0,0,0,0
1,1,48,1,31,0,4,2,4,0,28,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,0,30,1,120,0,2,0,1,3,34,2,1,1,1,0,0,0,1,0,0,1,0,1,0
0,3,9,1,27,0,3,2,2,0,32,2,1,2,0,0,0,0,1,0,0,1,0,0,1
0,3,18,4,24,0,3,1,2,2,26,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,0,12,1,13,4,5,0,4,1,49,2,1,1,1,0,0,0,1,0,0,1,0,1,0
1,3,6,1,46,0,2,1,4,1,32,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,24,1,19,1,3,2,4,2,29,2,1,1,1,0,0,0,1,0,1,0,0,0,0
0,3,15,4,34,3,5,2,4,3,23,2,2,1,1,0,0,1,1,0,1,0,0,0,1
0,3,12,1,16,0,3,2,2,0,50,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,2,18,0,14,4,4,2,4,2,49,0,1,1,0,0,0,0,1,0,0,1,0,1,0
0,3,15,4,15,4,5,2,4,1,63,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,24,4,39,1,2,0,2,2,37,2,1,1,1,0,1,0,1,0,0,1,0,0,1
0,0,47,1,107,0,2,1,1,0,35,2,1,1,1,0,1,0,1,0,0,1,0,1,0
0,0,48,1,48,0,4,2,3,1,26,2,1,2,0,0,0,1,1,0,0,1,0,0,1
0,1,48,3,76,1,1,2,4,3,31,2,1,1,1,0,0,0,1,0,0,0,0,0,0
0,1,12,1,11,0,3,1,4,0,49,2,2,1,1,0,0,0,0,0,0,1,0,0,1
1,0,24,3,10,0,2,3,4,0,48,1,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,12,1,11,0,3,3,2,0,26,2,1,1,1,1,0,0,1,0,0,1,0,0,1
1,1,36,1,94,0,2,3,4,2,28,2,1,1,1,0,0,1,1,0,1,0,0,0,0
0,0,24,4,64,0,5,1,4,3,44,2,2,2,1,0,0,1,1,0,0,0,0,0,0
0,2,42,4,48,0,5,2,4,3,56,2,1,1,0,0,0,1,1,0,0,0,0,0,1
0,3,48,4,76,4,5,0,2,2,46,0,2,2,0,0,0,0,1,0,0,1,0,0,0
1,1,48,1,100,0,2,1,2,2,26,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,12,1,47,4,2,1,4,2,20,2,1,1,0,0,0,1,1,0,1,0,0,0,1
0,3,10,1,13,4,5,2,2,1,45,2,1,1,0,1,1,0,0,1,0,1,0,1,0
0,3,18,1,25,0,3,2,4,0,43,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,1,21,4,27,3,4,2,2,2,32,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,6,1,7,0,1,1,4,0,54,2,1,1,1,0,1,0,1,0,0,1,1,0,0
1,1,36,2,38,0,3,1,1,2,42,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,2,24,4,13,4,4,2,2,0,37,0,2,2,0,0,1,0,1,0,0,1,0,1,0
0,0,10,4,10,0,4,2,3,1,49,2,2,1,1,0,1,0,0,1,0,1,0,0,1
1,3,48,4,101,2,3,2,2,3,44,0,1,1,0,0,1,0,1,0,0,0,0,0,1
0,3,6,1,15,3,3,0,2,0,33,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,30,1,48,4,4,1,4,1,24,1,1,1,0,0,0,1,1,0,1,0,0,1,0
1,0,12,1,7,1,2,3,3,3,33,2,1,1,1,0,0,0,1,0,0,1,0,1,0
1,1,8,1,12,0,3,1,4,0,24,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,9,1,3,0,3,3,4,0,22,2,1,1,0,0,1,0,1,0,1,0,0,1,0
0,1,48,1,54,4,1,2,4,3,40,0,1,1,1,0,0,0,1,0,0,0,1,0,0
0,3,24,1,55,1,3,2,1,2,25,1,1,1,0,0,0,0,1,0,0,1,0,0,1
0,2,24,1,37,0,2,1,4,2,26,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,12,1,7,0,4,3,3,2,25,0,1,1,0,0,1,0,1,0,0,1,0,1,0
0,2,4,1,15,4,2,2,2,0,29,2,1,2,0,1,1,0,1,0,0,1,0,1,0
1,0,36,0,27,0,5,2,4,2,31,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,12,1,7,0,3,2,3,1,38,2,1,2,0,0,0,0,0,0,0,1,0,1,0
0,1,24,1,44,4,3,1,4,1,48,2,1,1,1,0,0,0,1,0,0,1,0,1,0
0,3,12,4,7,0,3,2,2,2,32,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,0,15,3,36,0,5,1,4,1,27,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,1,30,4,42,0,1,3,2,2,28,2,2,1,0,0,1,0,1,0,0,1,0,0,0
1,0,24,1,19,0,2,0,3,1,32,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,24,1,29,0,4,2,1,3,34,2,1,1,1,0,0,1,1,0,0,0,0,0,0
0,0,18,1,27,3,3,2,2,2,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,4,10,0,3,1,3,0,36,2,2,1,0,0,1,0,1,0,0,1,0,0,1
0,0,8,4,34,0,4,2,4,0,39,2,2,1,0,1,1,0,1,0,0,1,0,1,0
0,3,12,4,58,4,5,2,4,1,49,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,3,24,1,15,3,4,1,3,2,34,2,1,2,1,0,1,0,1,0,0,1,0,0,1
0,2,36,1,45,0,5,2,2,2,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,6,1,11,0,5,2,4,2,28,2,1,2,0,0,0,0,1,0,0,1,0,0,1
0,0,24,4,66,0,1,2,4,3,75,2,2,1,1,0,0,1,1,0,0,0,0,0,0
1,3,18,4,19,1,3,1,2,0,30,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,1,60,1,74,1,2,1,2,1,24,2,1,1,0,0,1,0,1,0,0,1,0,0,0
1,3,48,4,116,1,3,1,4,2,24,0,2,1,0,0,0,1,1,0,1,0,0,1,0
1,0,24,2,41,0,5,2,4,3,23,0,2,2,0,0,0,0,1,0,1,0,0,0,1
1,0,6,4,34,0,3,0,4,0,44,2,1,1,1,0,0,0,1,0,1,0,0,0,0
0,1,13,1,21,0,2,1,4,1,23,2,1,1,0,0,0,0,0,0,0,1,0,1,0
1,0,15,1,13,4,3,1,2,2,24,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,24,1,42,0,3,2,4,1,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,10,1,15,0,3,0,2,2,31,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,24,4,57,0,2,1,4,3,24,2,2,1,1,0,0,0,1,0,0,0,0,0,1
0,0,21,1,36,0,4,1,4,2,26,2,1,1,0,0,0,0,1,0,1,0,0,1,0
0,1,18,1,32,2,2,3,3,0,25,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,1,18,1,44,0,5,2,1,0,33,0,1,1,1,0,0,0,0,1,0,1,0,0,0
0,2,10,1,39,0,2,2,1,1,37,2,1,2,0,0,1,0,0,0,0,1,0,1,0
0,3,15,4,15,0,3,1,2,2,43,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,13,4,9,0,2,2,4,0,23,2,2,1,0,0,0,0,0,0,0,1,0,0,1
0,1,24,1,38,2,1,1,4,3,23,2,1,1,0,0,0,0,1,0,1,0,1,0,0
0,3,6,3,17,1,3,2,2,0,34,2,2,1,0,0,0,0,1,0,0,1,0,1,0
1,1,9,4,11,3,5,2,3,3,32,2,2,2,0,0,0,0,1,0,0,0,0,0,1
0,3,9,1,12,0,2,1,4,0,23,2,1,1,1,0,0,0,1,0,1,0,0,0,1
1,1,9,1,10,0,3,1,2,2,29,2,1,1,0,1,0,0,1,0,0,1,0,0,1
0,3,18,4,32,4,1,2,4,3,38,2,1,1,1,0,0,1,1,0,0,1,0,0,0
1,0,12,2,62,0,3,2,2,1,28,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,3,10,1,7,2,5,2,4,3,46,2,1,1,1,0,0,0,1,0,0,0,0,0,1
1,1,24,1,12,0,2,2,2,0,23,1,1,1,0,0,1,0,1,0,0,1,0,1,0
0,3,12,4,23,4,5,2,4,0,49,2,1,1,1,0,0,0,0,1,0,1,0,0,1
1,3,36,3,45,0,3,2,2,2,26,2,2,1,1,0,0,0,1,0,0,1,0,0,0
0,3,12,1,8,0,3,3,2,0,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,30,1,24,0,4,1,4,0,23,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,1,18,1,12,4,3,2,4,3,61,2,1,1,0,0,0,0,1,0,0,0,0,0,1
0,2,12,1,34,4,5,2,3,2,37,2,1,1,0,0,0,0,1,0,0,1,0,0,0
0,2,12,3,22,0,3,1,2,2,36,1,2,1,1,0,1,0,1,0,0,1,0,0,1
0,3,6,1,18,0,3,3,2,1,21,2,1,1,0,0,0,0,1,0,1,0,0,0,1
1,0,18,1,25,0,1,2,1,2,25,2,1,1,0,0,0,0,1,0,0,1,1,0,0
0,3,12,1,15,0,4,2,4,2,36,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,18,4,38,0,4,2,1,2,27,2,2,1,0,0,0,1,1,0,0,1,0,0,1
0,0,18,1,36,0,2,1,4,2,22,2,1,1,0,0,0,0,1,0,1,0,0,0,1
1,0,36,1,34,0,5,2,2,2,42,2,1,2,0,0,0,0,1,0,0,1,0,0,1
0,1,18,1,30,0,4,1,4,0,40,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,3,36,1,31,4,3,2,4,0,36,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,18,4,61,0,5,2,4,2,33,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,10,4,21,0,2,1,3,0,23,2,2,1,0,0,0,0,1,0,1,0,0,0,1
0,3,60,4,138,4,5,2,4,3,63,0,1,1,1,0,1,0,1,0,0,0,0,0,0
1,1,60,0,148,1,5,1,4,3,60,0,2,1,1,0,0,0,1,0,0,0,0,0,0
1,0,48,0,77,0,4,1,4,2,37,2,1,1,0,0,0,0,0,0,1,0,0,0,1
0,3,18,3,23,0,1,3,3,0,34,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,7,3,8,4,5,2,4,3,36,2,1,1,0,0,0,0,1,0,0,0,0,0,1
1,1,36,1,143,0,5,2,2,3,57,2,1,1,1,0,1,0,1,0,0,0,0,0,0
0,3,6,4,4,1,3,1,4,2,52,2,2,1,0,0,1,0,1,0,0,1,0,1,0
0,0,20,1,22,4,4,2,4,2,39,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,1,18,1,130,0,1,1,4,3,38,2,1,1,1,0,0,1,1,0,0,0,0,0,0
0,3,22,1,13,4,4,1,4,1,25,2,1,1,0,0,1,0,1,0,1,0,0,0,1
0,2,12,1,13,0,2,2,1,0,26,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,30,3,43,1,3,2,2,1,26,2,2,1,0,0,0,0,1,0,0,1,0,1,0
0,3,18,4,22,0,3,1,1,2,25,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,1,11,4,2,1,2,0,21,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,1,18,4,74,0,1,2,4,1,40,1,2,1,1,0,0,0,1,0,0,1,0,0,0
0,1,15,4,23,2,3,2,4,2,27,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,9,1,14,0,4,1,2,2,27,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,1,18,0,3,3,2,1,30,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,1,12,1,10,3,2,1,4,0,19,2,1,1,0,0,0,0,1,0,1,0,0,1,0
0,0,36,1,32,0,4,2,4,3,39,0,1,2,1,0,1,0,1,0,0,0,0,0,0
0,0,6,4,20,0,4,1,4,2,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,9,4,24,0,1,2,3,2,31,2,1,1,0,0,0,0,1,0,0,1,0,0,0
0,1,39,3,118,1,4,2,3,3,32,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,0,12,1,26,0,1,1,4,3,55,2,1,1,0,0,0,0,1,0,0,0,0,0,0
0,0,36,4,23,0,3,3,2,1,46,2,2,1,1,0,0,0,1,0,0,1,0,0,1
1,1,12,1,12,0,5,0,1,0,46,2,2,1,0,0,1,0,1,0,1,0,0,0,1
0,3,24,4,15,3,3,1,1,0,43,2,2,1,0,0,0,0,1,0,0,1,0,1,0
0,3,18,1,15,0,2,3,4,0,39,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,1,18,4,19,4,3,3,4,0,28,0,2,1,0,0,0,0,1,0,0,1,0,0,1
1,3,24,3,86,0,2,2,2,2,27,0,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,14,3,8,0,3,2,2,2,27,2,2,1,0,0,1,0,1,0,0,1,0,1,0
0,1,18,3,29,4,5,2,4,2,43,2,1,2,0,0,1,0,1,0,0,1,0,0,1
1,1,24,1,20,0,2,3,1,1,22,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,4,22,4,4,2,4,2,43,2,2,2,1,0,0,1,1,0,0,1,0,0,1
0,0,15,1,11,0,2,3,2,0,27,2,1,1,0,1,0,0,1,0,0,1,0,0,1
0,3,24,1,32,2,5,0,2,2,26,2,1,1,1,0,0,0,1,0,0,1,0,0,0
1,2,12,4,9,2,4,3,2,0,28,2,3,1,1,0,1,0,1,0,0,1,0,0,1
0,1,24,1,20,0,5,1,4,2,20,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,33,4,73,0,4,2,2,2,35,2,2,1,1,0,0,1,1,0,0,1,0,0,0
1,3,12,4,23,0,1,2,2,2,42,1,2,1,1,0,0,0,1,0,0,1,0,0,0
0,3,10,1,16,2,3,2,2,3,40,2,1,2,0,1,1,0,1,0,1,0,0,1,0
1,0,24,1,14,4,3,1,2,1,35,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,36,4,58,0,5,2,2,1,35,2,2,2,1,0,0,1,1,0,0,1,0,0,1
1,0,12,1,26,0,2,2,1,0,33,2,1,2,0,0,1,0,1,0,0,1,0,1,0
0,0,18,3,85,4,3,1,2,2,23,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,3,21,1,28,2,4,1,2,2,31,0,1,1,0,0,1,0,1,0,0,1,0,0,0
1,1,18,1,10,4,3,1,2,1,33,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,15,1,32,3,4,1,3,2,20,2,1,1,0,0,1,0,1,0,1,0,0,0,1
0,1,12,1,20,4,3,2,2,2,30,2,1,1,0,0,0,1,1,0,0,1,0,0,1
0,1,12,4,10,0,4,2,3,0,47,2,2,2,0,0,1,0,1,0,0,1,0,1,0
0,3,21,3,16,1,4,2,3,0,34,2,2,1,0,0,0,0,1,0,0,1,0,0,0
1,1,12,1,28,4,5,1,2,1,25,0,1,1,1,0,0,0,1,0,0,1,0,0,1
0,1,18,1,28,0,3,3,3,2,21,2,1,1,1,0,0,1,1,0,1,0,0,0,1
0,3,28,4,27,0,5,2,2,2,29,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,4,11,3,3,2,3,0,46,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,9,1,13,0,5,2,4,2,20,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,18,4,12,0,1,1,4,3,55,2,3,2,0,0,0,0,1,0,0,0,1,0,0
0,3,5,1,34,0,4,2,4,0,74,2,1,1,0,0,0,0,1,0,0,1,0,1,0
1,1,24,1,113,0,3,2,3,2,29,0,2,1,1,0,0,0,0,1,0,1,0,0,0
0,0,6,4,19,0,1,2,4,3,36,2,3,1,1,0,0,0,1,0,0,0,0,0,0
0,3,24,4,21,0,3,0,2,0,33,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,0,9,1,21,0,3,2,2,0,25,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,12,1,15,4,3,3,1,0,25,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,6,1,7,2,4,3,4,0,23,2,1,1,0,0,0,0,1,0,1,0,0,1,0
0,3,24,4,13,3,5,1,4,0,37,2,2,1,1,0,1,0,1,0,0,1,0,0,1
0,0,42,4,34,0,1,2,4,2,65,2,2,1,0,0,0,0,0,1,0,1,1,0,0
1,2,12,0,6,0,2,1,1,0,26,2,1,1,0,0,0,0,1,0,0,1,1,0,0
0,3,12,1,19,0,5,2,4,2,39,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,0,12,1,16,0,3,1,3,1,30,2,1,1,0,0,0,0,0,1,0,1,0,0,1
0,1,20,3,26,0,3,2,3,2,29,0,2,1,1,0,0,0,1,0,0,1,0,0,1
1,3,12,1,7,0,5,2,4,2,41,0,1,2,0,0,0,0,1,0,0,1,0,1,0
1,1,48,4,51,0,3,1,3,2,30,2,1,1,1,0,0,0,1,0,0,1,0,0,0
0,3,9,4,12,4,5,1,4,1,41,2,2,1,0,0,0,0,1,0,1,0,0,1,0
1,0,36,1,18,0,2,1,4,2,34,2,1,1,1,0,1,0,1,0,0,1,0,0,1
0,1,7,1,26,0,3,2,2,0,35,2,1,1,0,0,0,0,0,0,0,1,0,0,1
0,2,12,1,14,4,5,1,4,0,55,2,1,1,1,0,0,0,1,0,0,1,0,0,0
1,1,15,3,15,3,3,3,3,1,61,1,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,36,4,111,4,3,2,2,2,30,2,1,1,1,0,0,1,1,0,0,1,0,0,0
0,3,6,1,5,0,3,1,1,0,29,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,12,2,28,0,5,2,4,1,34,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,24,1,27,0,5,2,4,2,35,2,1,1,1,0,0,1,1,0,0,1,0,0,0
1,0,24,1,48,0,4,2,3,1,31,2,1,1,1,0,1,0,0,1,0,1,0,0,1
0,3,24,1,27,0,2,1,1,3,29,2,1,1,1,0,0,1,1,0,0,1,0,0,0
0,0,11,4,39,0,3,2,2,0,36,2,2,2,0,0,1,0,1,0,1,0,0,0,1
1,0,12,1,34,0,5,2,4,3,35,2,1,1,1,0,0,1,1,0,0,0,0,0,1
0,0,6,1,3,0,2,1,1,0,27,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,1,46,0,2,2,2,2,32,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,0,36,1,36,0,3,2,2,1,37,2,1,2,0,0,0,0,0,0,0,1,0,0,1
0,0,15,1,17,0,2,2,3,0,36,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,1,12,1,30,0,2,1,1,0,34,2,1,1,0,0,0,0,1,0,1,0,0,0,0
0,1,12,1,8,4,5,2,4,1,38,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,18,1,20,0,4,2,1,2,34,1,2,1,1,0,0,0,1,0,0,1,0,0,1
0,0,24,1,29,0,3,2,4,3,63,0,1,2,1,0,0,1,0,0,0,1,0,0,1
1,0,24,3,17,0,2,1,2,2,29,2,1,1,1,0,0,0,1,0,1,0,0,1,0
0,3,48,3,72,4,5,2,3,2,32,0,2,2,0,0,0,0,1,0,0,1,0,0,1
0,3,33,3,28,0,3,1,2,2,26,2,2,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,3,47,0,4,2,3,2,35,2,2,1,1,0,0,1,1,0,0,1,0,1,0
1,1,24,1,31,1,2,3,2,2,22,2,1,1,1,0,0,0,1,0,1,0,0,0,1
1,0,6,1,4,0,2,1,4,1,23,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,9,1,7,0,3,2,3,2,28,2,1,1,0,0,1,0,1,0,0,1,0,1,0
0,3,6,1,12,4,1,2,4,1,36,2,1,2,1,0,0,0,1,0,0,1,0,0,0
1,1,18,4,12,0,3,3,2,2,33,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,18,2,31,0,2,1,4,1,26,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,3,39,1,26,2,3,2,4,2,24,2,1,1,0,0,0,1,1,0,0,1,0,0,1
0,2,24,1,52,0,4,2,2,2,25,0,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,12,1,10,1,4,2,4,0,39,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,0,15,4,15,0,5,2,4,2,44,2,2,2,1,0,0,0,1,0,0,1,0,0,1
0,1,12,4,36,0,3,1,1,0,23,2,1,1,0,0,0,0,1,0,0,1,0,1,0
0,1,24,1,12,0,2,2,1,1,26,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,0,30,1,36,3,5,1,4,1,57,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,3,15,3,10,3,4,1,2,1,30,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,3,12,4,12,2,3,2,4,0,44,2,1,1,1,0,1,0,1,0,0,1,0,0,1
1,1,6,3,12,0,1,2,4,1,47,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,3,12,1,31,0,3,2,4,2,52,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,1,38,0,5,1,4,3,62,2,1,1,1,0,1,0,0,1,0,0,0,0,1
0,3,10,1,14,1,3,2,2,0,35,2,1,1,0,1,1,0,1,0,1,0,0,1,0
0,3,6,1,35,0,3,2,3,1,26,2,1,1,0,0,1,0,0,0,1,0,0,0,1
0,3,12,4,19,0,5,2,2,3,26,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,1,27,2,83,0,5,1,4,3,42,2,2,1,1,0,0,0,1,0,0,0,0,0,0
0,3,6,4,12,1,3,1,1,1,27,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,6,1,4,4,5,2,4,1,38,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,0,12,4,21,0,3,2,2,0,39,2,2,2,0,1,1,0,1,0,1,0,0,1,0
1,0,24,1,30,4,3,3,4,2,20,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,36,1,90,1,2,2,1,3,29,2,1,1,1,0,0,0,0,1,1,0,0,0,0
0,3,24,4,16,0,4,2,3,1,40,2,2,1,0,0,0,0,1,0,0,1,0,0,1
0,1,18,1,13,0,5,3,2,0,32,2,1,1,0,0,0,0,0,0,0,1,0,1,0
0,2,6,4,13,1,5,0,4,2,28,2,2,2,1,0,1,0,1,0,0,1,0,0,1
1,0,24,1,31,0,2,1,1,1,27,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,0,36,1,55,0,5,2,4,3,42,2,1,2,0,0,0,1,1,0,0,0,0,0,1
0,2,9,1,11,1,5,0,4,0,49,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,1,24,4,12,1,2,2,4,3,38,0,2,2,0,0,0,0,1,0,0,1,0,0,1
1,0,24,1,12,0,2,1,4,1,24,2,1,1,0,0,1,0,1,0,1,0,0,0,1
1,3,10,1,13,4,3,2,4,1,27,2,1,1,0,0,1,0,0,0,0,1,0,1,0
0,2,15,4,24,2,3,2,2,2,36,2,1,1,1,0,0,1,1,0,0,1,0,0,1
1,1,15,0,68,1,1,2,2,1,34,2,1,2,1,0,1,0,1,0,0,1,0,0,0
0,3,24,1,14,0,3,3,2,1,28,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,39,1,86,1,5,2,2,2,45,2,1,1,1,0,0,1,1,0,0,1,0,0,0
1,0,12,1,8,0,4,2,2,0,26,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,3,36,1,47,0,3,2,2,3,32,2,1,1,1,0,0,1,1,0,0,0,0,0,0
0,2,15,1,27,0,4,2,4,1,26,2,1,1,1,0,0,0,1,0,1,0,0,0,1
0,1,12,3,6,0,3,3,4,0,20,2,2,1,0,0,0,0,0,1,1,0,0,0,1
0,3,24,1,23,4,2,2,1,1,54,2,1,1,0,0,1,0,1,0,0,1,0,0,1
0,0,6,4,6,0,4,1,3,1,37,2,2,1,0,1,1,0,1,0,0,1,0,0,1
0,0,6,4,14,0,2,2,4,0,40,2,1,2,0,1,1,0,1,0,0,1,0,1,0
1,3,36,4,71,0,2,1,4,1,23,2,2,1,1,0,0,0,1,0,1,0,0,0,1
0,0,6,1,12,1,5,2,2,1,43,2,1,1,1,0,1,0,1,0,0,1,0,0,1
0,3,6,4,7,4,5,2,4,3,36,2,2,1,0,0,0,0,1,0,0,0,0,0,1
0,3,24,4,55,0,5,2,4,3,44,2,2,1,0,0,0,0,1,0,0,0,0,0,1
1,0,18,1,32,0,3,1,2,0,24,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,48,2,71,0,3,2,4,3,53,2,2,2,0,0,0,0,1,0,0,0,0,0,1
0,3,24,1,35,1,4,1,4,2,23,2,1,1,0,0,0,1,1,0,0,1,0,0,1
0,1,18,1,11,0,3,1,4,0,26,2,1,2,0,0,0,0,0,0,0,1,0,1,0
0,1,26,1,80,0,2,2,3,2,30,2,2,1,0,0,0,1,1,0,0,1,0,0,1
0,3,15,4,15,1,3,1,3,2,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
0,3,4,4,15,0,4,2,1,0,42,2,2,2,0,0,0,0,1,0,0,1,0,1,0
1,0,36,1,23,0,3,0,4,2,31,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,6,1,7,0,2,2,4,0,41,2,1,2,1,0,1,0,1,0,0,1,0,1,0
0,1,36,1,23,0,4,2,1,2,32,2,2,2,0,0,0,0,1,0,0,1,0,0,1
1,1,15,1,26,1,3,1,4,2,28,2,2,1,1,0,1,0,1,0,1,0,0,0,1
0,3,12,3,15,0,3,3,4,0,41,2,1,1,0,0,0,1,1,0,1,0,0,0,1
0,3,24,1,13,1,4,3,3,1,26,2,1,1,1,0,0,0,1,0,0,1,0,0,1
0,3,24,1,31,4,2,2,2,2,25,2,2,1,0,0,0,0,1,0,0,1,0,0,1
1,2,21,4,23,0,2,0,1,2,33,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,0,6,1,14,4,1,1,3,1,75,2,1,1,1,0,1,0,1,0,0,1,0,0,0
0,1,18,4,36,0,5,1,4,1,37,2,1,1,1,0,0,0,1,0,0,1,0,0,1
1,0,48,1,78,0,5,2,4,3,42,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,2,18,1,30,0,2,1,1,1,45,1,1,1,0,0,0,0,1,0,0,1,0,1,0
1,1,12,1,15,0,2,3,1,0,23,2,1,1,0,0,0,0,1,0,1,0,0,0,1
0,3,24,3,20,0,5,2,4,3,60,2,2,1,1,0,1,0,1,0,0,0,0,0,1
1,0,30,1,64,4,5,2,4,1,31,2,1,1,0,0,0,0,1,0,0,1,0,0,1
1,2,18,1,29,0,3,2,1,0,34,2,1,2,0,0,0,0,1,0,0,1,0,1,0
0,3,12,4,13,0,5,2,4,0,61,2,2,1,0,0,1,0,1,0,0,1,0,1,0
