Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,22,3,0,0,0,0,0,2,6,0
1,37,0,0,0,0,8,0,2,5,1
0,32,5,0,0,0,0,1,1,1,0
1,51,2,0,0,0,10,0,161,7,0
0,32,2,0,0,0,6,0,9,6,1
0,23,0,0,0,0,2,0,2,7,1
1,21,2,0,0,0,0,0,1,5,0
1,52,5,0,0,0,2,0,2,1,0
1,49,2,0,0,0,2,1,2,2,0
1,55,2,0,0,0,3,0,155,7,1
0,58,2,0,0,0,5,1,2,4,0
1,22,0,0,0,0,0,0,2,2,0
1,45,3,0,0,0,0,0,103,1,0
0,31,0,0,0,0,7,0,31,5,1
1,22,2,0,0,1,0,1,292,2,1
0,37,0,0,0,0,1,0,2,8,0
1,21,0,0,0,2,1,0,2,5,0
1,28,0,0,0,0,5,1,2,6,0
1,25,0,0,0,0,2,0,21,7,0
1,21,0,0,0,0,1,0,19,5,1
1,42,3,0,0,0,0,0,31,1,0
1,37,3,0,0,1,2,1,32,3,0
1,30,0,0,2,0,21,0,2,7,1
1,22,0,0,0,1,13,0,31,10,1
1,35,0,0,1,0,23,0,2,9,1
1,28,0,2,1,0,11,0,321,10,0
1,24,0,0,0,0,1,0,2,3,0
1,44,0,0,0,0,9,0,477,3,0
1,32,0,1,3,0,24,0,3,7,1
1,29,0,0,0,0,5,0,105,3,1
0,24,0,0,0,0,1,0,1,5,0
1,29,2,0,0,0,3,0,62,2,0
1,57,0,0,0,0,19,0,2,3,0
1,21,5,0,0,0,0,1,1,6,0
1,28,2,0,0,0,0,0,1,2,0
1,51,2,0,0,0,0,1,92,1,0
1,34,0,0,0,0,6,0,217,9,1
1,26,0,0,0,0,0,1,1,2,1
1,20,0,0,0,3,0,0,2,6,1
1,23,2,0,0,0,0,1,1,2,0
1,25,0,0,1,0,6,1,33,7,0
1,19,2,0,0,0,0,1,92,6,1
1,49,2,0,0,0,1,0,109,1,1
1,60,2,0,0,0,0,0,3,1,0
1,57,0,0,0,0,27,1,215,10,0
0,27,0,0,0,0,0,1,31,2,0
1,66,2,0,0,0,1,1,304,1,0
0,25,0,0,0,0,4,1,219,7,1
1,21,2,0,0,0,0,0,1,3,0
1,45,2,0,0,0,1,0,1,2,0
1,38,0,0,0,0,6,0,203,6,1
1,37,0,2,3,0,24,0,225,8,0
1,44,2,0,0,0,13,0,72,9,1
1,32,0,0,0,0,1,0,2,4,0
1,64,0,0,0,0,0,0,5,4,0
1,30,0,0,0,0,1,0,31,6,1
1,61,0,0,0,0,1,1,3,1,0
1,38,2,0,0,0,2,0,1,2,0
1,34,2,0,0,0,0,0,3,1,0
1,31,0,0,0,0,1,1,2,3,0
0,49,2,0,0,0,8,0,9,2,0
1,23,0,0,0,0,0,0,31,7,0
1,33,0,0,0,0,14,0,170,8,0
1,21,2,0,0,0,0,0,1,9,1
0,30,2,0,0,0,2,0,44,10,1
1,26,3,0,0,1,7,1,2,4,0
1,38,5,0,0,0,0,0,27,1,0
1,35,5,0,0,0,3,1,2,1,1
1,39,0,0,2,0,19,0,241,8,0
1,27,0,0,0,1,2,1,32,9,1
1,38,2,0,0,0,1,1,73,6,0
1,48,0,0,0,0,14,0,143,9,1
1,26,2,0,0,0,0,1,30,2,0
0,22,0,0,0,0,0,0,147,5,0
1,24,0,0,1,0,4,0,202,8,1
0,28,0,0,0,0,2,0,31,5,1
0,44,2,0,0,0,4,0,6,6,1
1,23,2,0,0,1,2,0,71,7,1
0,34,2,0,0,0,1,0,104,6,1
1,20,2,0,1,0,1,0,2,5,1
1,23,5,0,0,0,6,0,35,4,0
1,63,5,0,0,0,23,0,3,4,1
0,36,0,0,0,0,0,1,1,1,0
1,58,2,0,0,0,1,0,137,1,0
1,25,0,0,0,0,7,0,1,7,1
1,46,2,0,0,0,5,1,1,3,0
0,35,2,0,0,0,4,0,14,3,0
1,23,0,0,0,0,3,0,32,7,0
1,29,0,0,0,0,3,0,1,4,0
1,40,2,0,0,0,1,0,315,1,0
1,22,0,1,0,0,3,0,127,9,0
1,31,3,0,0,0,3,0,1,3,0
0,34,3,0,0,0,5,0,2,4,0
1,26,0,0,0,0,4,0,48,2,0
1,23,0,0,0,0,3,1,47,6,1
1,27,2,0,0,0,0,1,5,3,1
0,26,0,0,0,0,3,0,28,5,0
1,49,0,0,0,0,1,0,92,1,0
0,47,3,0,0,0,0,1,2,1,0
1,23,0,0,2,1,8,1,160,10,0
1,31,0,0,0,0,7,0,1,4,0
0,43,0,0,0,0,7,0,2,7,0
0,48,5,0,0,0,3,0,32,2,0
1,47,0,0,0,0,6,0,154,2,0
1,53,0,0,0,0,18,0,330,7,0
1,34,0,0,0,0,7,0,1,6,1
1,45,3,0,0,0,1,1,113,8,0
1,27,0,0,0,0,10,0,156,9,0
0,52,2,0,0,0,0,1,1,1,0
1,26,0,0,0,0,0,1,1,3,1
1,25,0,0,0,1,9,0,55,7,0
1,51,0,0,0,0,1,0,281,2,0
0,29,0,0,0,0,1,1,1,2,1
1,46,2,0,0,0,0,0,1,1,0
1,28,2,0,0,0,6,0,62,4,0
1,57,0,0,0,0,0,0,32,1,0
1,23,3,0,0,0,2,0,1,5,0
1,36,2,0,0,0,7,1,29,9,0
1,34,0,0,0,0,27,0,57,9,1
1,27,0,0,0,0,3,0,13,3,0
1,25,0,0,0,1,7,1,4,9,1
1,31,2,0,0,0,1,0,33,7,1
1,20,0,0,0,0,0,0,61,8,0
1,37,0,0,0,0,8,0,2,2,0
1,51,0,0,0,0,0,0,32,2,1
1,51,3,0,0,0,3,1,60,2,0
0,21,2,0,0,0,0,1,31,4,0
1,31,0,0,0,0,1,0,94,2,0
0,22,3,0,0,0,0,1,28,7,0
1,28,0,0,1,0,8,0,41,6,1
1,56,2,0,0,0,4,0,8,1,0
1,45,0,0,0,0,15,0,331,9,1
1,26,2,0,0,0,7,0,48,6,1
1,30,2,0,0,0,0,0,1,1,0
1,33,2,0,0,0,7,0,2,8,1
1,23,2,0,0,3,0,1,32,4,0
1,31,0,0,0,0,0,1,1,2,0
0,29,2,0,0,0,1,0,29,4,0
1,31,5,0,0,0,0,1,2,3,0
1,19,3,1,0,0,1,0,55,9,1
1,32,2,0,0,0,0,0,1,1,0
1,30,2,0,0,0,1,1,28,3,1
0,48,3,0,0,0,9,0,120,6,0
1,23,3,0,0,0,0,1,32,2,0
1,30,0,0,0,0,0,1,32,2,0
1,66,2,0,0,0,1,0,1,1,0
0,40,0,0,0,0,0,0,1,1,0
1,59,0,0,0,0,4,1,28,2,0
1,25,0,0,0,0,5,0,86,7,0
1,50,2,0,0,0,1,0,95,1,0
1,27,0,0,0,0,3,1,2,7,0
1,22,0,0,0,0,0,0,30,3,0
1,58,2,0,0,0,1,0,1,1,0
1,29,2,0,0,0,2,0,62,3,0
1,37,2,0,0,0,1,0,3,1,0
1,31,2,0,0,0,1,0,167,7,0
0,44,2,0,0,0,11,0,27,7,1
1,24,0,0,0,0,2,0,169,4,0
1,26,0,0,0,0,1,0,135,2,0
1,27,0,0,0,0,0,0,355,8,1
0,34,0,0,0,0,5,0,25,5,1
1,24,2,0,0,0,0,0,59,5,0
0,35,2,0,1,0,3,0,1,4,0
1,63,5,0,0,0,0,1,31,1,0
1,29,0,0,2,1,7,0,3,8,1
1,30,0,1,0,0,5,0,60,9,1
1,23,0,0,1,1,1,0,3,2,1
1,47,3,0,0,0,3,1,1,1,0
1,41,2,0,0,0,13,0,166,5,0
1,32,2,0,0,0,2,0,31,4,1
1,22,2,0,0,0,2,0,4,5,0
1,21,0,0,0,0,0,1,2,3,0
0,43,2,0,0,0,0,1,1,2,0
1,29,0,0,0,0,0,0,3,8,0
1,43,0,0,0,0,1,0,2,3,0
1,25,0,0,0,0,1,0,3,2,0
1,47,2,0,0,0,0,1,32,1,0
1,49,2,0,0,0,0,1,1,1,0
0,21,0,0,0,0,0,0,1,5,0
0,25,0,0,0,0,1,1,1,6,0
1,54,2,0,0,0,0,1,1,1,0
1,34,0,0,0,1,3,0,184,1,1
0,28,0,0,0,0,2,1,32,2,0
0,53,2,0,0,0,4,0,1,1,1
1,54,0,0,0,0,0,1,1,1,0
1,37,3,0,0,0,3,0,173,1,1
1,26,3,0,0,0,4,0,32,9,0
1,28,2,0,0,0,1,0,123,8,0
1,77,2,0,0,0,5,0,1,3,0
1,34,0,0,0,0,2,0,1,4,0
1,50,3,0,0,0,11,1,240,9,0
0,60,2,0,0,0,0,0,2,1,1
0,26,2,0,0,0,2,1,1,9,0
1,22,0,0,0,0,0,0,32,4,0
1,22,0,0,0,0,1,0,35,7,0
1,51,0,0,0,0,3,0,1,7,0
1,29,0,0,0,0,0,0,249,2,1
0,28,0,0,0,0,1,0,2,5,0
1,36,2,0,0,0,6,0,3,7,0
1,28,0,0,0,1,5,1,28,6,0
0,25,0,0,0,0,2,0,5,4,0
1,33,2,0,0,0,0,0,31,1,1
1,37,0,0,0,0,1,0,193,5,0
1,43,2,0,0,0,4,1,62,2,0
1,45,3,0,0,0,1,1,27,6,0
1,20,3,0,0,0,0,1,1,3,0
1,32,2,0,0,0,5,0,66,5,1
1,31,2,0,0,0,5,1,75,2,0
0,35,0,0,0,0,0,0,2,3,1
1,23,0,0,0,0,1,0,2,4,1
1,41,3,0,0,0,1,1,114,1,0
1,25,5,20,0,0,24,0,1,10,1
1,35,3,0,1,0,12,0,224,9,0
1,25,0,0,0,0,4,0,193,6,1
1,69,2,0,0,0,6,0,2,2,1
1,22,0,0,0,0,1,0,2,3,0
1,25,0,1,0,0,4,0,177,9,0
1,29,0,0,0,0,1,0,3,9,0
1,24,1,0,0,0,0,1,2,3,0
1,22,4,0,0,1,1,0,5,4,0
1,21,0,0,0,0,3,0,5,6,1
1,28,3,0,0,0,0,0,1,4,0
1,47,0,0,0,0,23,0,347,7,1
1,35,0,0,0,0,1,1,1,2,0
1,29,0,0,1,0,13,0,61,10,1
1,36,2,0,0,0,14,0,1,4,1
1,26,0,0,0,0,9,0,92,8,1
1,31,5,0,0,0,0,1,3,1,0
1,31,2,0,0,0,8,0,261,7,0
1,32,0,0,0,0,8,0,31,3,1
0,27,2,0,0,0,3,0,89,7,1
0,32,2,0,0,0,0,0,31,2,0
1,68,2,0,0,0,0,0,2,1,0
1,28,2,0,0,0,0,0,32,7,0
1,48,2,0,0,0,1,1,1,1,1
1,23,2,0,0,0,2,0,138,7,1
1,44,2,0,0,0,0,1,1,1,0
1,42,0,0,0,0,7,1,31,5,0
1,39,0,0,0,0,5,0,5,7,0
0,46,3,0,0,0,2,0,4,1,0
1,55,2,0,0,0,0,1,138,5,0
1,27,0,0,0,0,5,0,123,9,1
0,31,2,0,0,0,0,1,35,9,0
1,30,0,0,1,0,6,0,1,5,0
0,23,0,0,0,0,0,0,40,5,0
1,52,0,0,0,0,2,0,2,1,0
1,25,0,0,0,0,0,0,1,2,0
1,32,2,0,0,2,6,1,1,7,0
1,36,0,0,0,0,2,0,31,5,0
1,52,2,0,0,0,2,1,177,1,0
1,21,0,0,0,0,3,0,64,7,1
1,39,2,0,0,0,2,1,1,4,0
0,26,0,0,0,0,0,1,1,2,0
1,28,0,0,0,0,8,0,69,8,1
1,67,2,0,0,0,2,1,1,1,1
1,51,2,0,0,0,2,0,64,2,0
1,29,0,0,0,0,0,0,3,5,0
0,22,5,0,0,0,0,0,3,4,0
1,37,2,0,0,0,3,1,1,1,0
1,23,0,0,0,0,2,1,60,8,1
0,49,0,0,0,0,14,1,5,7,1
1,38,5,2,0,0,9,0,32,5,0
1,32,2,0,0,0,9,1,5,7,1
1,41,2,0,0,0,9,1,262,6,0
1,25,0,0,0,0,1,1,1,3,0
1,27,0,0,0,0,4,0,80,5,0
1,58,2,0,0,0,0,1,30,1,0
1,35,2,0,0,0,1,0,93,4,0
1,44,0,2,0,0,19,1,166,9,1
0,27,0,0,0,0,1,0,153,6,0
0,59,0,0,0,0,2,0,141,1,0
1,31,2,0,0,0,0,1,1,2,0
1,28,0,0,0,0,1,0,193,4,1
0,39,0,0,0,0,0,0,63,5,1
1,54,2,0,0,0,0,0,7,1,0
1,21,3,0,0,0,0,1,54,4,1
1,43,2,0,0,0,0,1,29,4,0
0,46,0,0,0,0,0,0,289,7,0
1,31,0,0,0,0,5,1,1,10,0
1,30,0,4,1,0,11,0,91,10,0
1,27,2,0,1,3,4,1,2,4,1
1,60,0,0,0,0,15,0,207,7,0
1,53,2,0,0,0,3,0,329,2,0
1,28,0,0,0,0,0,1,2,2,1
1,46,2,0,0,0,1,0,244,1,0
1,23,0,0,0,0,4,0,2,8,0
1,24,0,0,0,0,0,1,1,7,0
1,30,5,0,0,0,5,1,68,5,0
1,43,2,0,0,0,0,1,1,1,0
1,69,2,0,0,0,0,0,163,1,0
1,44,0,0,0,0,10,1,6,4,1
1,51,0,0,0,0,4,0,29,7,0
1,24,3,0,0,0,11,0,266,10,1
1,31,0,0,0,0,1,0,230,3,1
1,23,0,0,0,0,0,0,61,3,0
1,29,2,0,0,0,0,0,2,1,0
0,23,0,0,0,1,4,0,5,10,0
0,24,0,0,0,0,0,0,31,6,0
1,26,0,2,1,0,8,1,233,10,1
1,36,2,0,0,0,5,1,1,3,1
1,55,3,0,0,0,6,0,155,3,0
1,59,0,0,0,0,13,1,168,3,0
1,27,2,0,0,0,1,0,32,9,0
1,24,0,0,0,0,0,0,29,10,1
1,66,2,0,0,0,0,1,30,1,0
0,36,2,0,0,1,3,0,63,4,0
1,35,0,0,0,0,0,1,142,7,0
1,40,5,0,0,0,0,0,2,1,0
1,53,3,0,0,0,9,0,220,8,1
1,23,2,0,0,0,1,0,1,3,1
1,23,2,0,0,0,1,0,2,7,0
0,24,0,0,0,0,1,1,31,6,0
0,22,0,0,0,0,0,1,1,7,1
1,25,3,0,0,1,1,0,31,3,0
1,56,0,0,0,0,4,0,3,1,0
1,29,0,0,0,0,0,0,1,4,0
1,62,3,0,0,0,1,0,199,1,0
1,29,4,0,0,0,1,0,34,2,0
1,29,2,0,0,0,10,0,5,6,1
1,51,1,0,0,0,1,0,32,1,1
0,58,0,0,0,0,3,1,49,1,0
1,27,5,0,0,0,0,0,32,4,0
1,38,2,0,0,0,2,0,7,7,0
1,24,2,0,1,2,3,1,1,5,0
1,22,0,0,0,0,0,0,136,3,1
1,39,2,0,0,0,0,1,323,1,0
1,20,3,0,0,0,3,0,72,10,1
1,46,2,0,0,0,10,0,163,7,1
1,38,2,0,0,0,1,0,1,1,1
1,23,2,0,0,0,0,1,4,8,1
1,52,0,0,0,0,17,0,2,8,0
1,53,2,0,0,0,3,0,21,1,0
1,39,5,0,0,0,6,0,57,5,0
1,25,0,0,0,0,0,0,2,8,0
1,52,2,0,0,0,4,0,213,3,0
1,31,0,0,0,0,19,0,1,9,1
0,25,0,0,0,0,1,1,1,3,1
1,26,0,0,0,0,6,0,2,6,0
1,25,0,0,0,1,2,0,41,9,0
1,24,0,0,0,0,1,0,137,8,0
1,37,2,0,0,0,11,0,31,8,1
1,36,0,0,0,0,0,0,30,1,0
1,30,3,0,0,0,9,1,32,2,0
1,26,0,0,0,0,1,0,1,6,1
1,21,5,0,2,0,3,0,30,2,1
1,35,0,0,0,0,7,0,1,4,1
1,22,0,0,0,0,2,0,2,4,1
0,61,2,0,0,0,2,1,227,1,0
1,25,2,0,0,0,0,0,1,2,0
1,36,3,0,0,0,0,1,32,1,0
1,24,0,0,0,0,2,1,13,7,1
1,21,0,0,0,1,0,0,1,9,1
1,50,0,0,0,0,0,1,2,1,0
1,32,2,2,0,1,15,0,71,9,1
1,33,0,0,0,0,2,1,1,2,1
1,33,0,0,0,0,10,0,62,9,1
0,23,0,0,0,0,4,1,189,8,1
1,25,0,0,0,0,2,0,1,4,0
1,42,2,0,0,0,0,1,31,4,0
1,29,2,0,0,0,0,1,30,3,0
1,50,2,0,0,0,8,0,291,3,0
1,32,2,0,0,0,5,0,36,5,1
1,33,0,0,0,0,14,0,173,8,1
0,23,3,0,0,1,1,0,86,5,0
1,37,0,0,1,0,13,0,1,8,1
1,27,0,0,0,0,9,0,213,7,1
1,27,0,0,0,0,0,1,2,1,0
1,28,2,0,0,0,3,0,242,6,0
1,26,0,0,0,0,7,0,60,4,0
0,52,0,0,0,0,21,0,100,7,1
1,21,3,0,0,0,1,1,1,5,1
1,58,0,0,0,0,1,0,61,1,0
1,27,0,0,0,0,4,0,204,8,0
1,36,0,0,0,0,0,1,20,2,0
0,33,2,1,0,0,1,1,1,4,0
1,28,0,0,0,0,5,0,207,4,1
1,28,2,0,0,0,1,0,31,7,1
0,31,2,0,0,0,0,1,146,3,0
1,30,2,0,1,0,11,0,41,9,1
1,24,0,0,0,0,3,1,7,7,0
1,26,0,0,0,0,6,0,196,9,1
1,43,2,0,0,0,0,1,32,1,0
1,31,0,0,0,1,2,0,44,1,1
1,59,0,0,0,0,2,0,126,1,0
1,40,0,0,0,0,4,1,1,3,0
1,22,0,0,0,0,3,0,62,6,1
1,23,0,0,0,0,0,0,4,5,0
1,42,2,0,0,0,0,1,1,4,0
1,43,2,0,0,0,3,1,2,3,0
1,30,0,0,3,0,18,1,102,10,0
1,29,0,0,0,0,1,0,86,9,0
1,38,2,0,0,0,2,0,253,4,1
1,21,2,0,0,0,1,0,167,7,0
1,26,2,0,0,1,3,1,205,4,1
0,25,3,0,0,0,4,0,37,6,1
1,19,0,4,1,0,5,0,68,10,0
0,47,2,0,0,0,0,1,1,1,0
0,35,0,0,1,1,16,0,243,10,0
1,51,0,0,0,0,5,1,5,7,0
1,36,5,0,0,0,0,1,1,1,0
1,25,0,0,0,0,1,0,63,7,0
1,62,3,0,0,0,0,1,31,1,0
1,23,0,0,0,0,0,0,1,3,1
1,34,0,0,0,0,7,0,31,5,1
1,35,0,0,0,0,1,1,2,2,0
1,22,2,0,0,0,0,0,4,3,0
1,29,0,0,0,0,10,1,186,10,1
1,40,0,0,0,0,0,0,29,2,0
1,36,0,0,0,0,2,0,30,2,0
1,26,0,0,0,0,8,0,1,8,1
1,25,0,0,0,0,1,0,1,3,1
1,69,2,0,0,0,0,1,31,1,0
1,27,0,0,1,0,1,0,22,4,0
1,20,2,0,0,0,0,0,2,5,1
1,27,0,0,0,0,1,0,60,1,0
0,24,0,0,0,0,6,1,134,6,0
0,39,2,0,0,0,8,0,31,4,0
1,42,2,0,0,0,0,0,87,1,0
1,47,5,0,0,0,1,0,1,1,0
0,47,2,0,0,0,0,1,35,1,0
1,25,2,0,0,0,1,0,2,3,0
1,33,0,0,0,0,6,0,2,3,0
1,29,5,0,0,0,0,0,2,1,0
1,46,2,0,0,0,1,0,30,1,1
1,25,0,0,0,0,0,0,229,4,0
1,22,0,0,0,0,0,0,30,3,0
1,21,2,0,0,0,0,0,31,4,0
1,30,0,0,0,0,1,1,61,2,0
1,46,2,0,0,0,9,1,5,5,0
1,33,0,0,0,0,0,0,1,4,0
1,55,3,0,0,0,1,1,1,1,0
1,26,0,0,0,0,2,1,1,7,0
1,33,0,0,0,0,0,0,31,5,1
1,40,0,0,0,0,1,1,2,1,0
1,34,2,0,0,0,0,0,263,4,0
1,22,2,0,0,0,1,0,37,2,1
1,28,3,0,0,0,3,1,1,5,0
1,22,0,0,0,1,4,0,4,10,0
1,31,0,0,0,0,4,1,31,3,1
1,59,2,0,0,0,3,1,32,1,1
1,37,4,0,0,0,0,0,30,2,0
0,41,2,0,0,0,1,0,1,1,0
1,50,0,0,0,0,0,0,3,1,0
0,21,5,0,0,0,2,0,27,4,1
1,57,0,0,0,0,8,0,11,5,1
1,35,2,0,0,0,1,1,293,3,0
1,31,0,0,0,0,5,1,1,5,1
1,21,3,0,0,3,2,0,176,9,0
1,44,0,0,0,0,9,0,180,8,0
1,27,0,0,0,0,1,1,1,4,0
1,39,3,0,0,0,0,0,1,1,0
1,48,0,0,0,0,5,0,8,9,1
0,25,2,0,0,0,0,0,2,4,0
1,51,0,0,0,0,5,1,1,3,0
1,50,2,0,0,0,0,0,30,1,1
1,30,0,0,0,0,0,1,184,6,0
1,34,2,1,0,0,26,0,1,8,0
1,57,2,0,0,0,2,0,63,1,0
1,69,2,0,0,0,0,1,1,1,0
1,55,2,0,0,0,0,1,31,1,0
1,59,0,0,0,0,4,0,2,3,1
0,42,0,0,0,0,0,0,1,1,0
1,20,3,2,0,0,2,0,8,8,1
1,26,0,0,0,0,0,1,1,2,0
1,58,0,0,0,0,16,0,30,9,1
1,21,5,0,0,0,0,0,29,4,0
1,32,0,0,0,0,21,0,95,9,1
0,24,3,0,0,0,0,1,1,4,0
1,66,2,0,0,0,14,0,459,6,0
0,27,0,0,0,1,4,1,2,7,0
1,53,0,0,0,0,10,0,266,2,0
1,42,0,0,0,0,1,0,2,4,0
1,29,0,0,0,0,8,0,14,8,1
1,21,0,0,0,0,1,0,139,6,0
1,31,2,0,0,0,1,1,1,2,1
1,58,2,0,0,0,0,1,1,1,0
1,28,2,0,0,0,0,1,1,1,0
1,39,3,0,0,0,0,0,2,1,0
1,22,0,0,0,1,1,0,1,7,1
1,46,2,0,0,0,1,1,31,1,1
1,29,5,0,0,0,1,0,61,1,0
1,50,2,0,0,0,0,1,250,2,1
1,46,0,0,0,0,2,0,1,9,0
0,44,0,0,1,0,11,0,194,8,1
1,35,0,0,0,0,4,1,30,5,0
1,30,0,0,1,0,14,0,84,9,1
0,28,0,0,0,0,0,1,107,7,0
1,42,0,0,0,0,2,0,1,5,0
1,52,2,0,0,0,3,0,6,4,0
1,46,0,0,0,0,5,0,87,1,1
1,42,0,0,0,0,0,0,93,10,1
1,37,0,0,0,0,12,0,263,3,0
1,29,2,0,0,0,7,0,2,10,1
1,32,0,0,0,1,8,0,123,4,0
1,31,5,0,0,0,5,0,204,6,1
0,33,0,0,0,0,1,1,85,1,0
1,25,2,0,0,0,4,0,68,4,0
0,33,0,0,0,0,0,1,2,1,0
1,21,3,0,0,0,1,0,1,5,0
0,64,2,0,0,0,7,1,99,3,0
1,35,2,0,0,0,1,0,50,1,1
1,56,0,0,0,0,1,0,3,1,0
1,38,2,0,0,0,0,1,3,3,1
0,40,0,0,0,0,4,1,32,1,0
1,34,0,0,0,0,3,0,51,7,0
1,52,0,0,0,0,5,0,1,2,0
1,64,0,0,0,0,7,0,122,10,0
1,28,0,0,0,1,4,0,32,4,0
1,38,3,0,0,0,0,1,1,1,0
0,63,0,0,0,0,0,1,1,1,0
1,21,0,1,0,0,3,0,24,9,0
1,51,0,0,0,0,0,1,2,1,0
1,29,2,0,0,0,1,0,2,5,0
1,35,0,0,0,0,2,1,2,2,0
1,30,2,0,0,0,0,0,1,4,0
1,61,0,0,0,0,5,0,282,2,0
1,25,0,0,0,0,0,0,32,3,0
1,25,0,0,0,0,4,0,1,7,1
1,26,0,0,0,0,0,1,1,5,1
1,32,0,0,0,0,1,0,408,2,0
0,36,2,0,0,0,1,0,420,2,0
0,24,0,0,0,0,1,0,18,7,0
0,39,0,0,0,0,1,1,1,1,0
0,50,0,0,0,0,0,1,31,1,0
1,42,2,0,0,0,1,1,90,1,0
0,25,0,0,0,0,1,0,1,4,0
1,26,0,0,1,0,13,1,1,10,1
1,31,0,0,0,0,9,0,57,7,0
1,35,2,0,0,1,1,0,2,2,0
0,39,0,0,0,0,0,1,1,1,0
0,41,0,0,0,0,4,0,109,2,1
0,40,0,0,0,0,1,0,30,5,0
1,23,5,0,0,0,0,0,1,1,0
1,34,2,0,0,0,0,0,117,1,0
1,46,2,0,0,0,5,1,1,1,0
1,60,2,0,0,0,1,1,1,1,0
1,61,2,0,0,0,0,1,2,1,0
0,33,2,0,0,0,1,1,30,2,0
1,38,0,0,0,0,0,0,2,4,0
1,46,0,0,0,0,3,0,30,1,0
1,30,0,0,0,1,3,0,1,2,1
1,52,2,0,0,0,3,1,1,1,0
1,34,0,0,0,0,9,1,1,8,0
0,50,0,0,0,0,7,1,31,4,0
1,21,0,0,0,0,0,0,167,5,0
1,31,3,0,0,0,16,0,690,10,1
1,31,0,0,0,0,2,0,93,7,1
1,24,3,0,0,0,0,0,15,10,0
0,23,0,0,0,0,0,1,1,4,0
1,25,0,0,0,0,1,0,2,6,0
0,36,2,0,0,0,1,1,140,3,0
0,31,0,0,0,0,1,1,30,2,0
0,24,2,0,0,0,1,0,2,5,0
1,31,0,0,0,0,13,1,266,10,1
0,49,2,0,0,0,1,0,2,1,0
1,60,0,0,0,0,0,0,3,1,1
1,37,2,0,0,0,0,0,62,1,0
1,30,0,0,0,0,2,0,1,2,0
0,24,0,0,0,0,0,1,2,3,0
0,32,5,0,0,0,0,1,1,1,0
0,21,2,0,2,0,2,0,1,4,0
0,33,2,0,0,0,0,1,1,2,0
1,46,2,0,0,0,0,1,1,1,0
1,36,2,0,0,0,4,0,40,3,0
1,27,2,0,0,0,0,1,91,2,0
1,21,2,0,0,1,0,1,1,4,1
1,35,0,0,0,0,0,0,2,8,1
1,34,3,0,0,0,2,0,10,3,1
1,41,1,0,0,0,2,0,44,8,1
0,40,0,0,0,0,7,1,61,4,0
1,23,0,0,0,0,1,0,16,10,1
1,23,0,0,0,0,3,0,59,6,1
1,28,0,0,0,0,2,1,3,4,1
1,20,0,0,0,0,2,0,3,8,0
1,21,3,0,0,0,0,0,1,4,1
1,37,2,0,0,0,1,1,31,1,0
1,46,2,0,0,1,2,1,4,4,1
1,22,0,0,0,0,0,0,2,7,0
1,29,0,3,0,1,4,0,7,9,0
1,29,2,0,0,0,0,0,1,2,0
1,42,5,0,0,0,0,1,2,1,0
1,57,0,0,0,0,1,0,31,1,0
0,27,2,0,0,0,4,0,32,5,0
1,56,0,0,0,0,1,0,1,2,0
1,41,0,0,0,0,19,0,63,6,1
1,40,3,0,0,0,8,0,1,5,1
1,30,3,0,0,0,5,0,3,3,1
1,21,2,0,0,0,0,0,124,5,0
1,24,0,0,0,0,1,1,1,4,1
1,25,0,0,0,1,7,0,73,8,0
0,33,2,0,0,0,0,1,1,1,0
1,33,0,0,0,0,11,0,45,6,1
1,25,3,0,0,0,0,0,30,7,0
1,30,2,0,0,0,0,0,1,3,0
0,41,2,0,0,0,0,0,61,1,0
1,52,2,0,0,0,1,1,33,10,0
1,25,2,0,0,0,6,0,31,8,1
1,58,0,0,0,0,38,0,118,7,1
1,30,0,0,1,1,7,0,1,5,1
1,37,3,0,0,0,0,0,89,3,1
1,23,0,0,0,0,2,0,802,6,0
1,33,3,0,0,0,0,1,147,1,0
0,25,0,0,0,0,0,0,145,4,0
1,25,0,0,0,0,2,0,2,4,0
1,34,3,0,0,0,9,0,74,9,0
0,43,2,0,0,0,7,0,9,8,0
1,32,2,0,0,0,0,0,2,3,0
1,33,5,0,0,0,3,0,1,7,0
1,39,5,0,1,0,4,0,1,2,1
1,49,2,0,0,0,4,0,6,1,0
1,24,2,0,0,0,0,0,19,4,0
1,26,0,0,0,0,1,0,1,9,0
1,42,2,0,0,0,0,0,2,2,0
1,22,0,0,0,0,1,0,185,6,1
1,36,3,0,0,0,0,0,1,1,0
1,29,2,0,0,1,7,1,61,7,1
1,39,2,0,0,0,0,1,19,3,0
1,27,0,0,2,1,13,0,74,6,1
1,38,2,0,0,0,2,0,52,5,1
1,20,2,0,0,0,0,0,63,2,1
1,25,0,2,0,0,4,0,235,10,1
1,53,2,0,0,0,0,1,31,1,0
0,27,0,0,0,0,0,1,7,8,1
1,38,0,2,0,0,10,0,7,8,0
1,60,2,0,0,0,2,0,306,1,0
1,21,5,0,0,0,0,0,7,5,1
1,50,2,0,0,0,1,1,6,1,1
1,41,0,0,0,0,4,0,1,5,0
1,34,0,0,0,0,4,0,294,2,1
1,22,2,0,0,2,5,0,153,8,1
0,45,5,0,0,0,0,1,1,1,0
1,29,0,0,0,1,20,0,538,10,0
